Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
NH,NantHealth Inc. Common Stock,14559332,United States,2016,2115,Health Care,Managed Health Care
NHIC,NewHold Investment Corp. II Class A Common Stock,247401188,United States,2021,17242,Industrials,Consumer Electronics/Appliances
NHICU,NewHold Investment Corp. II Unit,0,United States,2021,1000,Industrials,Consumer Electronics/Appliances
NHICW,NewHold Investment Corp. II Warrant,0,United States,2021,101,Industrials,Consumer Electronics/Appliances
NHTC,Natural Health Trends Corp. Common Stock,58140724,United States,,29917,Miscellaneous,Diversified Commercial Services
NICE,NICE Ltd American Depositary Shares,13367691531,Israel,,289323,Technology,Computer Manufacturing
NICK,Nicholas Financial Inc. Common Stock,40879270,United States,,4380,,
NIOBW,NioCorp Developments Ltd. Warrant,,United States,,7897,,
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,7577721,China,2016,263452,Industrials,Metal Fabrications
NIU,Niu Technologies American Depositary Shares,286925539,China,2018,410379,Consumer Discretionary,Auto Manufacturing
NKLA,Nikola Corporation Common Stock,830712486,United States,2018,13778608,Industrials,Industrial Machinery/Components
NKSH,National Bankshares Inc. Common Stock,209908445,United States,,13232,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,164178240,United States,,5329702,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Nkarta Inc. Common Stock,171824294,United States,2020,460052,Health Care,Biotechnology: Pharmaceutical Preparations
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,48870339,Switzerland,2021,41386,Health Care,Biotechnology: Pharmaceutical Preparations
NLSPW,NLS Pharmaceutics Ltd. Warrant,0,Switzerland,2021,12761,Health Care,Biotechnology: Pharmaceutical Preparations
NLTX,Neoleukin Therapeutics Inc. Common Stock,28410600,Canada,2014,481462,Health Care,Biotechnology: Pharmaceutical Preparations
NMFC,New Mountain Finance Corporation Common Stock,1215281793,United States,,427251,Finance,Finance/Investors Services
NMIH,NMI Holdings Inc. Class A Common Stock,1822031448,United States,2013,567081,Finance,Property-Casualty Insurers
NMRD,Nemaura Medical Inc. Common Stock,16254531,United Kingdom,,15988,Health Care,Medical Specialities
NMRK,Newmark Group Inc. Class A Common Stock,1229699178,United States,2017,721037,Finance,Real Estate
NMTC,NeuroOne Medical Technologies Corporation Common Stock,25691395,United States,,92964,Health Care,Medical Specialities
NMTR,9 Meters Biopharma Inc. Common Stock,16971680,United States,2018,50868,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NN,NextNav Inc. Common Stock,212768218,United States,,244722,Industrials,Industrial Machinery/Components
NNAVW,NextNav Inc. Warrant,0,United States,,704,Industrials,Industrial Machinery/Components
NNBR,NN Inc. Common Stock,53081653,United States,1994,146942,Industrials,Consumer Electronics/Appliances
NNDM,Nano Dimension Ltd. American Depositary Shares,653829254,Israel,,1951261,Technology,Electrical Products
NNOX,NANO-X IMAGING LTD Ordinary Shares,343923111,Israel,2020,573944,Health Care,Medical Electronics
NODK,NI Holdings Inc. Common Stock,270366298,United States,2017,4055,Finance,Property-Casualty Insurers
NOGN,Nogin Inc. Common Stock,24109988,United States,2021,114949,Technology,EDP Services
NOGNW,Nogin Inc. Warrant ,0,United States,2021,9355,Technology,EDP Services
NOTV,Inotiv Inc. Common Stock,120466809,United States,,454179,Health Care,Biotechnology: Pharmaceutical Preparations
NOVN,Novan Inc. Common Stock,28987740,United States,2016,102777,Health Care,Biotechnology: Pharmaceutical Preparations
NOVT,Novanta Inc. Common Stock,5372804213,United States,,93972,,
NOVVR,Nova Vision Acquisition Corp. Rights,0,Hong Kong,2021,77100,Finance,Blank Checks
NPAB,New Providence Acquisition Corp. II Class A Common Stock,323750000,United States,2021,30824,Industrials,Consumer Electronics/Appliances
NPABW,New Providence Acquisition Corp. II Warrant,0,United States,2021,100,Industrials,Consumer Electronics/Appliances
NPCE,Neuropace Inc. Common Stock,88655200,United States,2021,8125,Health Care,Medical Specialities
NRAC,Northern Revival Acquisition Corporation Class A Ordinary Share,310327500,United States,2021,2709,Finance,Blank Checks
NRACU,Northern Revival Acquisition Corporation Unit,0,United States,2021,52,Finance,Blank Checks
NRACW,Northern Revival Acquisition Corporation Warrant,0,United States,2021,152211,Finance,Blank Checks
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,13007221,United States,2016,171334,Health Care,Biotechnology: Pharmaceutical Preparations
NRC,National Research Corporation Common Stock (Delaware),1099647924,United States,,37479,Technology,Computer Software: Prepackaged Software
NRDS,NerdWallet Inc. Class A Common Stock,1317940348,United States,2021,616572,Finance,Advertising
NRIM,Northrim BanCorp Inc Common Stock,271981733,United States,,38720,Finance,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,442003466,United States,2020,353386,Health Care,Biotechnology: Pharmaceutical Preparations
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,20382796,Israel,2021,48835,Health Care,Biotechnology: Pharmaceutical Preparations
NRXP,NRX Pharmaceuticals Inc. Common Stock,46029822,United States,2017,149248,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,0,United States,2017,1000,Health Care,Biotechnology: Pharmaceutical Preparations
NSIT,Insight Enterprises Inc. Common Stock,4681840639,United States,1995,236653,Technology,EDP Services
NSPR,InspireMD Inc. Common Stock,10336151,Israel,,12174,Health Care,Medical/Dental Instruments
NSSC,NAPCO Security Technologies Inc. Common Stock,1290509616,United States,,760623,Technology,Security Systems Services
NSTG,NanoString Technologies Inc. Common Stock,416089510,United States,2013,532872,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSTS,NSTS Bancorp Inc. Common Stock,50848774,United States,2022,2270,Finance,Major Banks
NSYS,Nortech Systems Incorporated Common Stock,31023010,United States,,9512,Technology,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,13837653786,United States,1995,1870133,Technology,Electronic Components
NTCT,NetScout Systems Inc. Common Stock,2023843427,United States,1999,360069,Technology,EDP Services
NTES,NetEase Inc. American Depositary Shares,56537185096,China,,682957,Consumer Discretionary,Recreational Games/Products/Toys
NTGR,NETGEAR Inc. Common Stock,511745922,United States,2003,114959,Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation Common Stock,111927978,United States,,6519,Industrials,Major Chemicals
NTLA,Intellia Therapeutics Inc. Common Stock,3430566074,United States,2016,1022740,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,5923046741,United States,2016,2008584,Technology,EDP Services
NTRA,Natera Inc. Common Stock,6174531485,United States,2015,1204394,Health Care,Medical Specialities
NTRB,Nutriband Inc. Common Stock,27141868,United States,,11604,Health Care,Biotechnology: Pharmaceutical Preparations
NTRBW,Nutriband Inc. Warrant,0,United States,,1119,Health Care,Biotechnology: Pharmaceutical Preparations
NTRS,Northern Trust Corporation Common Stock,18185343000,United States,,921333,Finance,Trusts Except Educational Religious and Charitable
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,0,United States,,29824,Finance,Trusts Except Educational Religious and Charitable
NTWK,NetSol Technologies Inc. Common  Stock,29789639,United States,,2266,Technology,Computer Software: Prepackaged Software
NUBI,Nubia Brand International Corp. Class A Common Stock,163865280,United States,2022,1506,Industrials,Consumer Electronics/Appliances
NURO,NeuroMetrix Inc. Common Stock,11480694,United States,2004,12104,Health Care,Medical/Dental Instruments
NUTX,Nutex Health Inc. Common Stock,669263171,United States,,4246882,Technology,Retail: Computer Software & Peripheral Equipment
NUVA,NuVasive Inc. Common Stock,1970252492,United States,2004,981131,Health Care,Medical/Dental Instruments
NUVL,Nuvalent Inc. Class A Common Stock,1659943603,United States,2021,159906,Health Care,Biotechnology: Pharmaceutical Preparations
NUWE,Nuwellis Inc. Common Stock,2681970,United States,,158895,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NUZE,NuZee Inc. Common Stock,7576536,United States,,5937,Consumer Staples,Farming/Seeds/Milling
NVAC,NorthView Acquisition Corporation Common Stock,251045640,United States,2022,400,Industrials,Consumer Electronics/Appliances
NVAX,Novavax Inc. Common Stock,511723791,United States,,4343104,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCN,Neovasc Inc. Common Shares,81010670,Canada,,30479,Health Care,Pharmaceuticals and Biotechnology
NVCR,NovoCure Limited Ordinary Shares,6164767817,Jersey,2015,694987,Health Care,Medical/Dental Instruments
NVCT,Nuvectis Pharma Inc. Common Stock,180981090,United States,2022,56043,Health Care, Medicinal Chemicals and Botanical Products 
NVDA,NVIDIA Corporation Common Stock,6.44495E+11,United States,1999,54740776,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,366804618,United States,,30955,Technology,Semiconductors
NVEE,NV5 Global Inc. Common Stock,1603767345,United States,2013,99372,Consumer Discretionary,Military/Government/Technical
NVEI,Nuvei Corporation Subordinate Voting Shares,6116715609,Canada,,231477,,
NVFY,Nova Lifestyle Inc. Common Stock,4552420,United States,,1590,Consumer Discretionary,Home Furnishings
NVIV,InVivo Therapeutics Holdings Corp Common Stock,1881458,United States,,25068,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVMI,Nova Ltd. Ordinary Shares,2867203483,Israel,2000,268882,Technology,Electronic Components
NVNO,enVVeno Medical Corporation Common Stock,47454379,United States,2018,8147,Health Care,Medical/Dental Instruments
NVNOW,enVVeno Medical Corporation Warrants,0,United States,2018,1,Health Care,Medical/Dental Instruments
NVOS,Novo Integrated Sciences Inc. Common Stock,8289662,United States,,70032154,Health Care,Assisted Living Services
NVTS,Navitas Semiconductor Corporation Common Stock,1089446046,United States,,1865448,Technology,Semiconductors
NVVE,Nuvve Holding Corp. Common Stock,13919475,China,2020,232659,Energy,Oil Refining/Marketing
NVVEW,Nuvve Holding Corp. Warrant,0,China,2020,1849,Energy,Oil Refining/Marketing
NVX,NOVONIX Limited American Depository Shares,404554514,Australia,,25684,Miscellaneous,Industrial Machinery/Components
NWBI,Northwest Bancshares Inc. Common Stock,1652645312,United States,2009,915046,Finance,Major Banks
NWE,NorthWestern Corporation Common Stock,3347618114,United States,,337023,Utilities,Power Generation
NWFL,Norwood Financial Corp. Common Stock,240837487,United States,,11103,Finance,Major Banks
NWL,Newell Brands Inc. Common Stock,4830848000,United States,,3831029,Industrials,Plastic Products
NWLI,National Western Life Group Inc. Class A Common Stock,879225996,United States,,6931,Finance,Life Insurance
NWPX,Northwest Pipe Company Common Stock,317675520,United States,1995,67673,Industrials,Steel/Iron Ore
NWS,News Corporation Class B Common Stock,9382366683,United States,,1251727,Consumer Discretionary,Movies/Entertainment
NWSA,News Corporation Class A Common Stock,9330562205,United States,,3371443,Consumer Discretionary,Movies/Entertainment
NWTN,NWTN Inc. Class B Ordinary Shares,2776383786,United Arab Emirates,,40020,Technology,Computer Software: Programming Data Processing
NWTNW,NWTN Inc. Warrant,0,United Arab Emirates,,998,Technology,Computer Software: Programming Data Processing
NXGL,NexGel Inc Common Stock,8692685,United States,2021,19196,Health Care,Medical/Dental Instruments
NXGLW,NexGel Inc Warrant,0,United States,2021,6128,Health Care,Medical/Dental Instruments
NXGN,NextGen Healthcare Inc. Common Stock,1162639601,United States,,325613,Health Care,Managed Health Care
NXL,Nexalin Technology Inc. Common Stock,8007957,United States,2022,31397,Health Care,Medical Specialities
NXLIW,Nexalin Technology Inc. Warrant,0,United States,2022,88,Health Care,Medical Specialities
NXPI,NXP Semiconductors N.V. Common Stock,46763477197,Netherlands,2010,1531813,Technology,Semiconductors
NXPL,NextPlat Corp Common Stock,23612712,United States,,9086,Technology,Computer Software: Prepackaged Software
NXPLW,NextPlat Corp Warrants,0,United States,,5533,Technology,Computer Software: Prepackaged Software
NXST,Nexstar Media Group Inc. Common Stock,6155903320,United States,2003,270643,Consumer Discretionary,Movies/Entertainment
NXT,Nextracker Inc. Class A Common Stock,1430201344,United States,2023,1690551,Technology,Semiconductors
NXTC,NextCure Inc. Common Stock,47216711,United States,2019,205675,Health Care,Biotechnology: Pharmaceutical Preparations
NXTP,NextPlay Technologies Inc. Common Stock,6533883,United States,,6741,Technology,Computer Software: Prepackaged Software
NYAX,Nayax Ltd. Ordinary Shares,576730070,Israel,,364,,
NYMT,New York Mortgage Trust Inc. Common Stock,3380386681,United States,,819107,Real Estate,Real Estate Investment Trusts
NYMTL,New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,0,United States,,5865,Real Estate,Real Estate Investment Trusts
NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,0,United States,,8629,Real Estate,Real Estate Investment Trusts
NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,0,United States,,7096,Real Estate,Real Estate Investment Trusts
NYMTZ,New York Mortgage Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,0,United States,,7224,Real Estate,Real Estate Investment Trusts
NYMX,Nymox Pharmaceutical Corporation Common Stock (Bahamas),32150978,Canada,,30419,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NYXH,Nyxoah SA Ordinary Shares,172911607,Belgium,2021,4867,Health Care,Medical/Dental Instruments
OABI,OmniAb Inc. Common Stock,413317964,United States,2021,655196,Health Care,Biotechnology: Pharmaceutical Preparations
OABIW,OmniAb Inc. Warrant,,United States,2021,49100,,
OB,Outbrain Inc. Common Stock,218631962,United States,2021,76101,Industrials,Industrial Machinery/Components
OBIO,Orchestra BioMed Holdings Inc. Ordinary Shares,469469073,United States,2020,73311,Health Care, Medicinal Chemicals and Botanical Products 
OBLG,Oblong Inc. Common Stock,3225413,United States,,20525,Technology,Computer Software: Prepackaged Software
OBNK,Origin Bancorp Inc. Common Stock,1048459060,United States,2018,118231,Finance,Commercial Banks
